id,hotel_name,region,latitude,longitude,accommodation_type,cost,minimum_nights,number_of_reviews,reviews_per_month,owner_id,owned_hotels,yearly_availability
683,Novotel Paris Centre Bercy,Queens,40.74965,-73.89344,Shared room,54,5,56,0.66,1267021,3,1
36880,The Zetter Hotel,Manhattan,40.8229,-73.94287,Entire home/apt,150,10,0,,4555996,2,0
36576,Grosvenor House Suites by Jumeirah Living,Brooklyn,40.65554,-73.9184,Private room,70,7,0,,94214493,9,1
37069,Hotel OFF Paris Seine,Brooklyn,40.58056,-73.96313,Private room,100,1,4,0.56,167620568,2,1
26027,Snob Hotel by Elegancia,Manhattan,40.81316,-73.95176,Private room,69,2,2,0.1,57049951,9,1
17284,Sofitel Paris Baltimore Tour Eiffel,Brooklyn,40.64569,-74.00784,Shared room,89,10,3,0.09,46370904,1,0
18903,88 Studios,Brooklyn,40.66692,-73.95205,Shared room,105,1,7,0.21,94782931,1,0
24272,Adria Boutique Hotel,Manhattan,40.73384,-73.99616,Private room,499,30,10,0.44,5339759,1,1
30332,Best Western Premier Faubourg 88,Brooklyn,40.69012,-73.99221,Entire home/apt,80,1,14,0.87,22820185,1,0
35894,Hotel De Vigny,Bronx,40.83739,-73.91118,Entire home/apt,26,1,20,2.07,215183568,1,0
9580,Sydney House Chelsea,Brooklyn,40.68396,-73.92872,Entire home/apt,159,7,6,0.19,3484734,1,0
44944,Radisson Blu Edwardian Bloomsbury Street,Queens,40.72654,-73.86077,Shared room,100,1,7,4.04,260299060,1,0
38160,H tel Le Relais Saint Germain,Bronx,40.86975,-73.84669,Entire home/apt,75,1,7,0.93,22694324,1,0
40310,Hotel Moonlight,Queens,40.70698,-73.91599,Private room,175,6,2,0.4,233924381,1,1
46591,Villa Alessandra,Brooklyn,40.65377,-73.95927,Entire home/apt,69,2,3,3,266035174,1,0
44476,Ibis Styles Paris Gare Saint Lazare,Queens,40.60412,-73.75163,Entire home/apt,875,2,0,,125320407,5,1
20108,Golden Tulip Opera de Noailles,Manhattan,40.75362,-73.97332,Private room,799,3,1,0.03,69545883,12,1
12056,Best Western Premier Op ra Li ge,Queens,40.66203,-73.7698,Private room,200,30,68,1.66,48638439,2,1
13503,H tel Cristal Champs Elys es,Manhattan,40.73061,-73.98335,Entire home/apt,100,2,51,1.19,51850937,3,0
43291,Best Western Le Jardin de Cluny,Manhattan,40.74385,-73.97669,Private room,100,4,25,8.24,54023713,1,0
19715,Le Pigalle Hotel,Queens,40.74481,-73.91671,Shared room,139,1,3,0.12,83627325,4,1
43894,Relais H tel du Vieux Paris,Manhattan,40.80298,-73.95375,Entire home/apt,20,1,0,,274333,3,0
33985,Victoire Germain,Manhattan,40.7904,-73.94785,Shared room,113,2,13,5.13,80533986,1,0
38349,Le Littr ,Brooklyn,40.70887,-73.92154,Shared room,200,3,1,0.16,949070,1,0
34366,Hotel Le Sainte Beuve,Manhattan,40.75909,-73.96398,Private room,154,30,0,,200380610,65,1
10550,Hotel Villa Saxe Eiffel,Manhattan,40.71475,-73.99257,Private room,130,180,15,0.35,42788707,1,1
22507,Thistle Hyde Park,Manhattan,40.73218,-73.98815,Private room,285,30,0,,2856748,49,1
35652,Holiday Inn Paris Saint Germain des Pr s,Brooklyn,40.73286,-73.95086,Shared room,99,1,5,0.51,213781715,33,1
38556,Hotel Spa La Belle Juliette,Manhattan,40.79949,-73.93531,Shared room,149,7,1,0.16,28613272,1,0
24058,Rochester Champs Elysees,Brooklyn,40.68254,-73.99207,Private room,450,4,11,0.44,14140453,1,0
19682,DoubleTree by Hilton London West End,Manhattan,40.7617,-73.99762,Private room,275,30,2,0.08,30283594,121,1
37730,Hotel d Orsay Esprit de France,Manhattan,40.75511,-73.99532,Private room,75,7,4,0.59,190921808,47,1
48616,Mercure Paris Opera Louvre,Manhattan,40.75982,-73.98662,Shared room,400,2,0,,119005168,1,0
19236,La Villa des Ternes,Manhattan,40.78065,-73.98253,Shared room,1000,30,17,0.51,836168,11,1
37622,Holiday Inn London Kensington Forum,Manhattan,40.73328,-73.99431,Shared room,150,7,0,,26310763,1,0
4377,Radisson Blu Edwardian Kenilworth,Brooklyn,40.69137,-73.96723,Private room,8000,1,1,0.03,1177497,11,1
41878,H tel Monna Lisa Champs Elys es,Manhattan,40.81393,-73.93632,Shared room,35,1,4,1.11,47518086,1,0
17086,H tel Waldorf Trocad ro,Brooklyn,40.62978,-73.96207,Entire home/apt,70,6,70,2.12,19163998,1,0
4236,Best Western Amiral Hotel,Manhattan,40.72105,-73.9814,Private room,100,1,1,0.07,10870477,1,1
43337,Hotel Les Th tres,Manhattan,40.76928,-73.94855,Entire home/apt,140,2,11,3.93,19407341,1,0
14755,Mercure Paris 17 me Saint Lazare Monceau,Brooklyn,40.71976,-73.94234,Shared room,105,180,10,0.25,49572092,1,0
40740,Melia White House Hotel,Manhattan,40.74125,-73.99876,Entire home/apt,200,2,4,0.85,236896088,1,0
42292,Sir Albert Hotel,Manhattan,40.70966,-74.01644,Private room,69,2,3,0.93,246422621,1,0
19319,The Waldorf Hilton,Queens,40.70899,-73.82814,Private room,90,90,0,,42151184,1,1
47991,Corendon Vitality Hotel Amsterdam,Manhattan,40.73708,-73.98826,Shared room,180,3,0,,10117927,1,0
39726,Hotel Bellevue Wien,Manhattan,40.76927,-73.98477,Entire home/apt,90,3,5,0.77,87505316,1,0
1262,Maison Borella,Brooklyn,40.71872,-73.96042,Entire home/apt,189,4,33,0.44,1879389,2,0
44111,Hotel Am Konzerthaus Vienna MGallery by Sofitel,Queens,40.69622,-73.84634,Private room,60,1,3,1.76,257053267,1,1
35543,Park Hyatt Vienna,Queens,40.6844,-73.74601,Private room,250,1,2,0.2,213111794,4,1
8477,Hilton Vienna,Manhattan,40.81698,-73.95259,Entire home/apt,115,3,71,1.43,25865233,1,0
5459,Catalonia Port,Brooklyn,40.65101,-73.95517,Private room,95,3,0,,7739416,1,1
3271,Hampshire Hotel Rembrandt Square Amsterdam,Brooklyn,40.68508,-73.97393,Entire home/apt,69,2,12,0.18,1294674,1,0
37059,Eurostars Angli,Brooklyn,40.69379,-73.94384,Entire home/apt,68,2,15,1.76,105386434,3,1
14894,Pillows Anna van den Vondel Amsterdam,Queens,40.75631,-73.90199,Private room,86,2,4,0.15,62978797,1,1
36070,Schlosshotel R mischer Kaiser,Brooklyn,40.70126,-73.92077,Private room,55,35,2,0.3,216235179,17,1
45981,Hotel Mailberger Hof,Manhattan,40.71089,-73.99671,Entire home/apt,109,1,9,6,263777041,1,0
25386,Best Western Delphi Hotel,Staten Island,40.59546,-74.06092,Private room,800,7,0,,1715301,3,1
6421,Apollofirst Boutique Hotel,Manhattan,40.72632,-74.00749,Private room,385,3,1,0.02,10476487,1,1
4986,Hilton Amsterdam,Brooklyn,40.67089,-73.93323,Shared room,99,2,8,0.17,3609048,3,1
18653,Apollo Hotel Amsterdam,Manhattan,40.76144,-73.98849,Entire home/apt,100,2,16,0.47,8048669,1,0
23159,Catalonia Catedral,Manhattan,40.74863,-73.9767,Private room,150,30,0,,120762452,50,1
32673,Element Amsterdam,Manhattan,40.74758,-73.97329,Private room,225,30,0,,2856748,49,1
39290,Axel Hotel Barcelona Urban Spa Adults Only,Brooklyn,40.70839,-73.9547,Entire home/apt,150,3,6,0.95,2199778,1,0
23674,Cram,Queens,40.70375,-73.90342,Private room,30,30,1,0.05,133802988,6,1
143,Urban Lodge Hotel,Queens,40.74028,-73.83168,Shared room,140,2,1,0.01,140025,1,0
33127,Novotel Wien City,Brooklyn,40.69107,-73.90604,Private room,60,4,5,0.45,1004883,2,1
39545,The Levante Parliament A Design Hotel,Manhattan,40.72129,-74.0019,Private room,250,30,0,,230165497,4,1
42267,Room Mate Gerard,Queens,40.59384,-73.79392,Shared room,300,2,1,1,45364547,1,0
36356,H10 Marina Barcelona,Brooklyn,40.63416,-74.00722,Private room,50,2,0,,35927005,10,1
25111,Barcelona Princess,Queens,40.77133,-73.92119,Private room,120,3,11,0.48,46801421,1,0
6599,Novotel Barcelona City,Queens,40.77183,-73.90973,Shared room,50,6,17,0.34,24597265,8,1
23000,The Gates Diagonal Barcelona,Brooklyn,40.68647,-73.97531,Entire home/apt,130,5,1,0.05,50605761,1,0
45254,AC Hotel Diagonal L Illa a Marriott Lifestyle Hotel,Brooklyn,40.6924,-73.91448,Private room,44,31,0,,4297106,2,1
46541,Wilson Boutique Hotel,Queens,40.72608,-73.82038,Private room,199,1,0,,265812351,1,1
36340,NH Hesperia Barcelona Presidente,Manhattan,40.75359,-73.97305,Shared room,175,2,2,0.22,49128620,1,0
38895,Hilton Barcelona,Manhattan,40.75655,-73.9969,Shared room,179,1,18,2.49,224414117,30,1
42130,Vincci Mae,Manhattan,40.76212,-73.9981,Private room,350,30,0,,30283594,121,1
47745,Fairmont Rey Juan Carlos I,Manhattan,40.80778,-73.94762,Private room,200,120,0,,269970642,1,1
28649,Pullman Barcelona Skipper,Manhattan,40.80487,-73.95752,Private room,90,3,32,1.69,110142237,1,0
36076,Hotel Ciutadella Barcelona,Manhattan,40.75584,-73.99559,Shared room,120,7,4,0.44,190921808,47,1
26410,Catalonia Atenas,Brooklyn,40.67071,-73.95381,Entire home/apt,70,4,8,0.37,33167995,1,0
46557,Tryp Barcelona Apolo Hotel,Queens,40.66199,-73.76345,Private room,95,1,2,2,264043510,6,1
40820,Sansi Pedralbes,Brooklyn,40.67378,-73.98299,Entire home/apt,285,5,9,1.86,237817180,1,0
37543,Crowne Plaza Barcelona Fira Center,Brooklyn,40.69854,-73.94554,Private room,75,3,15,2.47,94546995,1,0
10007,Gran Hotel Torre Catalunya,Brooklyn,40.64588,-73.94961,Entire home/apt,100,1,2,0.05,40404813,1,1
34471,H10 Itaca,Brooklyn,40.6726,-73.98195,Entire home/apt,130,2,24,3.27,10849252,1,0
42104,Hotel Abbot,Manhattan,40.76447,-73.9816,Entire home/apt,840,1,0,,244746656,4,0
37168,Sercotel Amister Art Hotel Barcelona,Brooklyn,40.70114,-73.91879,Shared room,50,30,1,0.45,216235179,17,1
42479,Melia Barcelona Sarri ,Brooklyn,40.7008,-73.9394,Private room,45,30,0,,248161322,14,1
31874,ABaC Restaurant Hotel Barcelona GL Monumento,Queens,40.75539,-73.83203,Entire home/apt,50,1,20,1.64,187908645,4,0
45459,Col n Hotel Barcelona,Manhattan,40.82802,-73.94482,Shared room,65,2,2,1.36,252356839,2,0
47005,Hotel SB Icaria Barcelona,Manhattan,40.72076,-73.9885,Shared room,170,5,1,1,65346107,1,0
29418,Hotel Barcelona Universal,Manhattan,40.71082,-74.0176,Entire home/apt,94,1,65,3.68,63343926,1,0
12898,Aparthotel Arai 4 Superior,Manhattan,40.82391,-73.93881,Private room,80,1,28,0.72,50588394,1,1
29211,NH Collection Barcelona Podium,Manhattan,40.72052,-74.00365,Entire home/apt,499,14,23,1.27,3231509,4,0
36744,Hotel Ronda Lesseps,Brooklyn,40.69471,-73.90687,Private room,75,3,6,0.74,220060177,2,1
42345,Hotel Barcelona Center,Brooklyn,40.69148,-73.94994,Private room,300,5,1,0.42,10283936,1,0
24595,Olivia Balmes Hotel,Brooklyn,40.68633,-73.97164,Private room,180,2,15,0.64,3019399,1,0
1551,Catalonia Diagonal Centro,Brooklyn,40.70751,-73.9467,Private room,150,3,32,0.42,240471,2,1
44096,The Capital,Manhattan,40.80483,-73.95553,Private room,550,1,0,,256998898,3,1
4537,Vienna Sporthotel,Brooklyn,40.68695,-73.95427,Private room,500,1,28,0.71,3323488,2,1
9080,Megaro Hotel,Manhattan,40.74438,-74.00178,Shared room,150,3,2,0.05,19228782,1,0
23773,Hotel De Hallen,Queens,40.70508,-73.90217,Shared room,26,31,5,0.22,134293540,4,1
40197,AC Hotel Victoria Suites a Marriott Lifestyle Hotel,Manhattan,40.84258,-73.93789,Private room,100,30,9,1.42,107578852,2,1
44496,Catalonia Plaza Catalunya,Manhattan,40.80249,-73.96729,Entire home/apt,45,3,3,2.05,195863013,1,0
38823,Hotel Regina,Brooklyn,40.71434,-73.9398,Private room,90,1,0,,228253636,1,1
26659,Hotel Pulitzer,Manhattan,40.74872,-73.97701,Private room,150,30,1,0.05,120762452,50,1
34314,Hotel Alimara,Manhattan,40.81308,-73.95993,Shared room,45,31,1,0.1,23619449,1,0
32645,Thistle Holborn The Kingsley,Brooklyn,40.71577,-73.9553,Entire home/apt,295,3,11,0.87,9038810,1,0
9295,Hotel Boltzmann,Manhattan,40.70668,-74.00913,Private room,160,200,0,,2252859,1,1
17014,The Westbury A Luxury Collection Hotel Mayfair London,Manhattan,40.72628,-73.97952,Entire home/apt,67,4,11,0.3,24222,2,0
45637,Petit Palace Boqueria Garden,Bronx,40.80464,-73.92575,Private room,125,14,0,,34655986,1,1
42389,Mercer House B ria BCN,Manhattan,40.70937,-74.00531,Private room,300,3,0,,75064270,2,1
4781,Hotel ViennArt am Museumsquartier,Manhattan,40.78193,-73.94884,Shared room,300,30,3,0.05,15310997,9,1
12003,Crowne Plaza London Battersea,Brooklyn,40.71294,-73.96224,Entire home/apt,161,2,21,0.48,3311487,3,0
13725,Amba Hotel Marble Arch,Brooklyn,40.67843,-73.98393,Shared room,99,1,176,4.14,33213436,8,1
46592,Taj 51 Buckingham Gate Suites and Residences,Queens,40.6626,-73.76349,Private room,90,1,1,1,264043510,6,1
18104,Hotel Sans Souci Wien,Manhattan,40.86531,-73.92725,Private room,50,1,39,1.11,2584371,1,0
3626,Catalonia La Pedrera,Queens,40.70218,-73.91005,Private room,100,7,14,0.24,11079245,1,1
569,Ohla Eixample,Brooklyn,40.70051,-73.92204,Shared room,40,1,1,0.37,293130,1,0
48019,Jumeirah Carlton Tower,Manhattan,40.71467,-73.98985,Shared room,209,3,0,,4239407,2,0
2183,Hotel Villa Emilia,Brooklyn,40.6627,-73.95875,Private room,75,5,8,0.11,4937803,1,1
23979,TWO Hotel Barcelona by Axel 4 Sup Adults Only,Brooklyn,40.6746,-73.94652,Private room,80,1,5,0.22,134808051,1,1
24381,Hotel Best Western PLUS Alfa Aeropuerto,Brooklyn,40.72842,-73.9421,Entire home/apt,43,4,4,0.34,138052282,1,0
26042,AC Hotel Irla a Marriott Lifestyle Hotel,Brooklyn,40.6958,-73.91362,Entire home/apt,49,2,71,3.22,30536963,1,0
44318,Hotel Barcelona Catedral,Manhattan,40.76085,-73.99222,Shared room,168,3,2,1.13,78261482,2,0
25695,Arenas Atiram Hotels,Staten Island,40.63975,-74.07774,Private room,70,31,0,,66798529,1,1
45337,Holiday Inn London Regent s Park,Brooklyn,40.68952,-73.90919,Private room,349,2,1,0.58,220762164,4,1
18432,Senator Barcelona Spa Hotel,Brooklyn,40.58721,-73.96018,Private room,100,20,0,,34264721,1,1
34968,Thistle Euston,Brooklyn,40.69088,-73.95018,Shared room,65,30,30,2.84,24762401,4,1
16401,The Connaught,Manhattan,40.74855,-73.98019,Private room,199,30,2,0.06,22541573,87,1
29549,Room Mate Anna,Manhattan,40.75129,-73.9698,Private room,170,30,0,,165898555,7,1
35085,Gran Hotel La Florida,Bronx,40.82952,-73.82818,Shared room,140,1,31,3.01,152246149,5,1
6806,Ayre Hotel Caspe,Brooklyn,40.69268,-73.95575,Private room,70,2,6,0.12,1968327,1,1
38642,Doubletree By Hilton London Greenwich,Queens,40.72994,-73.86987,Entire home/apt,45,2,11,1.73,218336964,4,0
9705,Chasse Hotel,Brooklyn,40.72435,-73.95154,Entire home/apt,95,1,119,2.57,12738054,2,0
31827,The Chelsea Harbour Hotel,Queens,40.66872,-73.79417,Private room,48,3,15,1.18,156716488,2,1
17811,Palais Coburg Residenz,Queens,40.72064,-73.83746,Private room,2350,365,0,,41870118,1,1
4640,Zenit Borrell,Brooklyn,40.66592,-73.99434,Private room,158,30,1,0.14,16437254,21,1
36420,U232 Hotel,Brooklyn,40.69464,-73.95259,Shared room,63,30,16,1.8,23188519,6,1
2467,Eurostars Monumental,Brooklyn,40.69324,-73.93217,Entire home/apt,125,1,153,2.21,6781477,1,0
47511,Pestana Arena Barcelona,Queens,40.74786,-73.93889,Shared room,46,1,0,,221012726,1,0
22413,Grange City Hotel,Manhattan,40.70481,-74.00805,Private room,270,30,0,,22541573,87,1
42665,Holiday Inn London Bloomsbury,Queens,40.77067,-73.78278,Entire home/apt,55,2,37,10.37,42540127,1,0
1553,The Mirror Barcelona,Manhattan,40.79507,-73.97568,Private room,900,1,7,0.09,3606458,2,1
18224,Worldhotel Cristoforo Colombo,Queens,40.65045,-73.74596,Shared room,150,2,3,0.08,84810879,3,1
46053,IH Hotels Milano Puccini,Brooklyn,40.68538,-73.94637,Private room,140,1,0,,263994272,3,1
12458,Best Western Hotel City,Manhattan,40.72546,-74.00036,Shared room,450,3,12,0.28,49645950,2,0
37313,Ch teau Monfort Relais Ch teaux,Manhattan,40.75024,-73.99686,Entire home/apt,189,1,7,0.86,23954256,1,0
35583,Palazzo Parigi Hotel Grand Spa Milano,Brooklyn,40.67852,-73.97308,Entire home/apt,75,2,11,1.24,73640551,2,0
36131,Hotel Lloyd,Brooklyn,40.64214,-73.99237,Shared room,31,5,7,0.78,213208277,8,1
19684,Hotel Romana Residence,Manhattan,40.71634,-74.00505,Private room,1500,2,4,0.12,46990279,1,1
35998,Hotel Crivi s,Brooklyn,40.69313,-73.95533,Shared room,39,1,13,1.33,119669058,34,1
18166,Hotel Galileo,Manhattan,40.75637,-73.96338,Private room,379,20,0,,10388850,1,1
38555,Carlyle Brera Hotel,Brooklyn,40.69684,-73.92241,Shared room,100,2,1,0.16,91427536,2,0
44391,Boscolo Milano Autograph Collection,Manhattan,40.74952,-73.99671,Private room,199,1,0,,252604696,20,1
29700,Mokinba Hotels King,Brooklyn,40.71286,-73.95648,Private room,175,3,0,,168613171,1,1
2110,Qualys Hotel Nasco,Brooklyn,40.69437,-73.94519,Shared room,89,1,21,0.3,1865527,3,1
15530,Enterprise Hotel Design Boutique,Manhattan,40.72804,-73.98867,Entire home/apt,155,5,12,0.31,5206786,1,0
16393,Tryp Barcelona Condal Mar Hotel,Manhattan,40.74729,-74.00244,Entire home/apt,154,2,23,0.62,988088,1,0
44433,NH Collection Barcelona Constanza,Brooklyn,40.67978,-73.96231,Private room,335,2,1,1,831185,3,1
1605,NH Collection Amsterdam Grand Hotel Krasnapolsky,Manhattan,40.80517,-73.95404,Private room,80,1,135,1.67,3779334,1,1
16922,Park Plaza Victoria Amsterdam,Queens,40.70789,-73.83333,Private room,150,1,0,,31376201,3,1
1607,Hotel Amsterdam De Roode Leeuw,Brooklyn,40.64431,-74.00016,Private room,70,1,139,1.7,3787686,1,1
43021,Swiss tel Amsterdam,Manhattan,40.70969,-74.00575,Private room,169,7,0,,5144567,13,1
30901,City Rooms,Manhattan,40.86816,-73.93131,Private room,100,1,3,0.22,5371388,1,0
47948,Holiday Inn Amsterdam,Queens,40.77441,-73.93641,Shared room,50,2,1,1,259683021,1,0
1287,Jaz Amsterdam,Brooklyn,40.67981,-73.97967,Private room,152,2,23,0.27,2647043,1,1
44236,Best Western Premier Hotel Couture,Queens,40.66714,-73.77664,Shared room,50,1,5,2.34,123506305,3,1
40780,Mercer Hotel Barcelona,Brooklyn,40.72713,-73.95509,Shared room,150,1,1,0.21,108150300,2,0
2230,Mercure Vienna First,Manhattan,40.71886,-73.98497,Private room,350,3,7,0.1,4128399,1,1
31892,Melia Barcelona Sky 4 Sup,Manhattan,40.80439,-73.96755,Entire home/apt,120,2,16,1.51,188169807,1,0
10440,Bilderberg Garden Hotel,Brooklyn,40.71212,-73.95888,Private room,170,3,36,0.77,3318161,1,0
36560,Ako Suites Hotel,Brooklyn,40.63655,-73.91065,Entire home/apt,78,1,10,2.17,219012245,1,0
19284,Eurostars Cristal Palace,Manhattan,40.7739,-73.94782,Entire home/apt,78,1,73,2.18,51007432,1,0
12068,HCC St Moritz,Manhattan,40.74538,-73.98313,Private room,285,31,5,0.12,13838573,1,1
46118,Petit Palace Museum,Manhattan,40.82622,-73.93489,Private room,50,1,0,,218259081,1,1
20889,NH Amsterdam Noord,Manhattan,40.76501,-73.98076,Private room,895,2,0,,2677753,1,1
8744,Primero Primera,Manhattan,40.75549,-73.97149,Private room,450,2,2,0.04,35149173,1,1
44716,Hotel 4 Barcelona,Manhattan,40.80625,-73.94694,Private room,115,3,0,,4852748,6,1
14495,Melia Vienna,Brooklyn,40.6885,-73.99526,Entire home/apt,160,2,205,5.08,59922151,1,0
7637,Graben Hotel,Manhattan,40.79733,-73.9363,Entire home/apt,96,21,14,1.38,24911518,1,0
2318,Medinaceli,Manhattan,40.80815,-73.94325,Shared room,70,28,16,0.22,6165258,3,1
35563,Grand Hotel Downtown,Brooklyn,40.64189,-73.99357,Shared room,60,5,5,0.53,213208277,8,1
4715,Amadi Park Hotel,Brooklyn,40.70247,-73.92061,Entire home/apt,65,1,0,,1498951,1,0
19782,Hotel Casa Camper,Manhattan,40.8349,-73.94829,Entire home/apt,150,3,36,1.13,99602138,1,0
18453,Holiday Inn London Wembley,Manhattan,40.71947,-73.98581,Entire home/apt,200,2,22,0.64,25760832,1,0
36704,Austria Trend Hotel Lassalle Wien,Brooklyn,40.6339,-74.03049,Entire home/apt,65,1,10,1.13,31760835,4,0
2038,H10 Art Gallery 4 Sup,Manhattan,40.801,-73.94009,Private room,100,30,0,,4599027,2,1
14429,Hotel Granados 83,Manhattan,40.72152,-73.97999,Private room,65,2,4,0.1,47625541,2,0
40957,Best Western PLUS Epping Forest,Brooklyn,40.65719,-73.95421,Shared room,30,4,2,0.81,7261749,1,0
32993,NH Hesperia Barcelona del Mar,Brooklyn,40.67639,-73.94714,Entire home/apt,200,1,15,1.42,7193111,1,0
15934,Novotel Amsterdam City,Brooklyn,40.72846,-73.95033,Entire home/apt,70,2,21,0.54,17204066,1,0
25802,St Pancras Renaissance Hotel London,Manhattan,40.77068,-73.98674,Private room,229,30,0,,76104209,33,1
750,DoubleTree By Hilton London Excel,Brooklyn,40.71028,-73.96128,Private room,75,2,5,0.06,1315849,2,1
20728,The Guesthouse Vienna,Manhattan,40.7151,-73.98661,Entire home/apt,180,3,49,1.58,83185960,1,0
8299,Hotel Johann Strauss,Manhattan,40.73249,-73.9887,Private room,200,30,8,0.16,1245695,1,1
42411,Hotel Mercure Wien Westbahnhof,Manhattan,40.76142,-73.96493,Shared room,199,1,1,0.26,247649713,1,0
2903,Savoy Hotel Amsterdam,Manhattan,40.72047,-74.00049,Entire home/apt,275,2,6,0.51,1253125,1,0
9135,Hotel Okura Amsterdam,Brooklyn,40.69347,-73.90703,Entire home/apt,50,30,2,0.04,18260299,6,0
13355,Hotel Eitlj rg,Manhattan,40.78866,-73.94941,Entire home/apt,200,3,28,0.65,39945901,1,0
6288,Hotel V Fizeaustraat,Brooklyn,40.68402,-73.94164,Entire home/apt,69,1,40,0.83,5050537,1,0
42001,Mercure Wien Zentrum,Manhattan,40.80761,-73.94305,Shared room,150,2,0,,2603586,1,0
30063,Best Western Premier Kaiserhof Wien,Manhattan,40.75546,-73.99582,Entire home/apt,180,3,31,1.98,171939378,2,0
8721,FourSide Hotel Suites Vienna,Manhattan,40.75335,-73.99525,Shared room,180,3,2,0.76,4316973,1,0
48231,Millennium Copthorne Hotels at Chelsea Football Club,Brooklyn,40.70567,-73.92359,Shared room,70,2,0,,40984551,1,0
13886,IH Hotels Milano Ambasciatori,Brooklyn,40.67546,-73.97528,Private room,350,365,0,,3710888,1,1
28369,Crowne Plaza Amsterdam South,Brooklyn,40.6717,-73.93593,Shared room,120,6,0,,77181668,1,0
10530,Durrants Hotel,Manhattan,40.76145,-73.98556,Private room,203,30,0,,30283594,121,1
22275,Mercure Secession Wien,Brooklyn,40.58092,-73.96139,Entire home/apt,57,1,1,0.17,119523037,4,0
39178,Hotel Well and Come,Brooklyn,40.68548,-73.93145,Shared room,90,3,2,2,1313385,1,0
18157,City Hotel Deutschmeister,Queens,40.7708,-73.90036,Private room,70,3,23,0.66,75480489,1,1
36881,Ayre Hotel Gran V a,Queens,40.75736,-73.92162,Entire home/apt,130,2,5,2.34,1601321,1,0
16201,Sunotel Central,Brooklyn,40.69313,-73.93543,Shared room,60,2,59,1.56,3389514,1,0
5354,Silken Gran Hotel Havana,Manhattan,40.76908,-73.98483,Shared room,87,30,5,0.1,1475015,52,1
11754,Cotton House Hotel Autograph Collection,Queens,40.74271,-73.92493,Entire home/apt,74,2,6,0.13,47594947,1,0
35281,Hotel Vueling Bcn by HC,Manhattan,40.75435,-73.99744,Private room,90,4,6,0.56,28190490,1,0
41894,H10 Casanova,Brooklyn,40.71263,-73.9581,Entire home/apt,150,2,6,1.5,224666178,1,0
9409,Avenida Palace,Queens,40.73859,-73.78891,Private room,59,3,4,0.09,3415,1,1
45631,Acta Atrium Palace,Manhattan,40.74743,-73.99136,Private room,440,2,1,0.61,184506477,1,0
39917,Hotel Indigo Barcelona Plaza Catalunya,Manhattan,40.75943,-74.00018,Entire home/apt,99,3,6,1.02,90818631,1,0
7084,Catalonia Passeig de Gr cia 4 Sup,Brooklyn,40.71577,-73.94604,Private room,90,3,0,,2638171,1,1
36577,Hotel Palace GL,Queens,40.75914,-73.83352,Entire home/apt,70,1,5,0.82,190324721,4,0
19339,Grupotel Gran Via 678,Brooklyn,40.69468,-73.99327,Private room,100,3,24,0.72,2000143,1,0
26872,Hotel Casa Bonay,Brooklyn,40.64162,-73.90915,Private room,80,3,1,0.05,148237535,4,1
25063,The Cumberland A Guoman Hotel,Brooklyn,40.67201,-73.9593,Entire home/apt,200,1,25,1.07,10595388,1,0
36616,FourSide Hotel Vienna City Center,Manhattan,40.76129,-73.9943,Private room,250,1,4,0.44,67186748,1,1
36056,Hotel Vienna,Brooklyn,40.71257,-73.94946,Entire home/apt,95,2,32,3.38,20990306,2,0
42050,London Marriott Hotel Grosvenor Square,Brooklyn,40.67639,-73.94785,Entire home/apt,102,3,7,1.72,8960858,1,0
44799,Rainers Hotel Vienna,Queens,40.7708,-73.93084,Shared room,78,3,0,,17622034,1,0
37283,Pol Grace Hotel,Brooklyn,40.65931,-73.95371,Entire home/apt,150,5,5,0.68,29746291,1,0
9091,Austria Trend Hotel Bosei Wien,Brooklyn,40.69467,-73.93333,Entire home/apt,61,2,29,0.59,12906455,1,0
43235,Pertschy Palais Hotel,Brooklyn,40.70855,-73.94992,Shared room,210,2,0,,243489234,1,0
31422,Alma Boutique Hotel,Brooklyn,40.65926,-73.96252,Private room,100,3,14,0.98,111938058,1,1
47531,Flemings Mayfair,Brooklyn,40.69554,-73.92511,Private room,130,1,0,,106798652,2,1
43604,Hilton London Green Park,Bronx,40.8667,-73.89115,Entire home/apt,70,1,5,1.76,51614766,1,1
42129,COMO The Halkin,Manhattan,40.76168,-73.9996,Private room,350,30,0,,30283594,121,1
46795,Four Seasons Hotel London at Park Lane,Manhattan,40.80485,-73.9581,Private room,88,30,0,,266726110,7,1
30348,Hilton Vienna Danube Waterfront,Manhattan,40.80899,-73.94225,Private room,80,4,1,0.06,9241743,1,1
20254,Hotel 55,Brooklyn,40.69097,-73.93612,Entire home/apt,77,2,51,3.1,67523,1,0
16911,The Harmonie Vienna,Manhattan,40.74562,-73.98538,Private room,79,99,0,,18655157,3,1
35907,Hotel Park Villa,Brooklyn,40.68036,-73.99247,Entire home/apt,180,3,4,0.53,127250744,1,0
15261,WestCord Fashion Hotel Amsterdam,Manhattan,40.85264,-73.92976,Entire home/apt,60,5,16,0.41,65217454,1,0
33655,The Hoxton Amsterdam,Brooklyn,40.69227,-73.92521,Entire home/apt,44,5,3,0.25,19704368,1,0
6103,Ambassade Hotel,Brooklyn,40.71156,-73.95826,Entire home/apt,80,2,108,1.93,10304755,2,0
39391,Banks Mansion All Inclusive Hotel,Queens,40.74942,-73.91491,Entire home/apt,60,2,4,2.55,191324,2,0
